INDEX_NR,INCIDENT_DATE,TIME,AIRPORT_ID,AIRPORT,STATE,LATITUDE,LONGITUDE,PHASE_OF_FLIGHT,HEIGHT,SPEED,AC_MAKE,AC_MODEL,AC_CLASS,AC_MASS,ENG_TYPE,NUM_ENGS,SKY,PRECIPITATION,SPECIES,SPECIES_ID,SIZE,NUM_SEEN,NUM_STRUCK,DAMAGE_IND,DAM_LEVEL,EFFECT,STR_PARTS,DAM_PARTS,COST_REPAIRS,COST_OTHER,NR_INJURIES,NR_FATALITIES,REMARKS,data_origin,operational_use
SAMPLE-00209,2018-02-27,16:01,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.634116925865506,-85.73125662771477,Approach,703.0,239.0,Cessna,Model-379,Airplane,3,Turboprop,2,Overcast,None,Greylag Goose,Anser anser,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00210,2019-02-10,11:39,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.93678034673615,-78.28124970315861,Take-off run,832.0,91.0,Airbus,Model-848,Airplane,4,Turbojet,2,No Cloud,None,Common Starling,Sturnus vulgaris,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00211,2024-03-07,16:38,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.73549844939717,6.290053098910396,Landing Roll,646.0,229.0,Cessna,Model-615,Airplane,4,Turbojet,2,Overcast,None,Great Blue Heron,Ardea herodias,Large,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00212,2019-11-16,05:01,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.84902267120285,-94.80238970412785,Landing Roll,655.0,209.0,Cessna,Model-544,Airplane,5,Turbofan,2,No Cloud,None,Common Buzzard,Buteo buteo,Medium,1,1,Y,M,Other,Wing,,11941.45,217.38,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00213,2018-02-21,20:23,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.201823177896856,2.3474276639206297,Approach,225.0,213.0,Boeing,Model-486,Airplane,1,Turbojet,2,Overcast,None,Common Buzzard,Buteo buteo,Medium,1,1,Y,S,Other,Wing,Engine,11084.37,661.55,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00214,2021-03-05,15:43,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.92062743479421,-78.2326378334923,Take-off run,641.0,132.0,Cessna,Model-221,Airplane,4,Turboprop,2,Some Cloud,Fog,Grey Heron,Ardea cinerea,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00215,2022-07-11,04:47,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.353372235915586,13.003986133889553,Take-off run,2799.0,101.0,Embraer,Model-643,Airplane,4,Turboprop,2,Some Cloud,None,Great Cormorant,Phalacrocorax carbo,Medium,1,1,N/A,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00216,2018-03-12,02:16,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.232330476768645,2.3047162672896273,Take-off run,1094.0,122.0,Embraer,Model-235,Airplane,4,Turbofan,4,No Cloud,Snow,Common Ringed Plover,Charadrius hiaticula,Medium,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00217,2020-08-17,15:51,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.849449032921385,0.06036328650341563,En Route,1691.0,158.0,Boeing,Model-846,Airplane,2,Turbofan,2,Some Cloud,None,American Robin,Turdus migratorius,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00218,2023-12-03,04:13,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.97575660330754,5.207990835073946,Landing Roll,528.0,100.0,Airbus,Model-108,Airplane,3,Turbojet,2,Some Cloud,None,Great Blue Heron,Ardea herodias,Small,2-10,2-10,Y,S,Other,Nose,,29619.94,1613.63,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00219,2022-11-15,05:15,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.852642872065346,13.969280998529925,Climb,287.0,233.0,Embraer,Model-264,Airplane,5,Turbofan,2,Some Cloud,Rain,Herring Gull,Larus argentatus,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00220,2022-01-21,07:48,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.40783999880981,-101.57668127843498,Approach,232.0,213.0,Embraer,Model-254,Airplane,2,Turbojet,2,No Cloud,None,Grey Heron,Ardea cinerea,Medium,2-10,2-10,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00221,2022-08-03,09:43,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.855692795229494,-102.55482318897627,Take-off run,1312.0,160.0,Boeing,Model-406,Airplane,2,Turboprop,4,Overcast,None,Barn Swallow,Hirundo rustica,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00222,2024-04-16,18:42,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.054438769540866,-98.9845045462467,Approach,473.0,104.0,Boeing,Model-184,Airplane,2,Turbojet,2,Overcast,Rain,Common Raven,Corvus corax,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00223,2021-02-07,13:44,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.29598240732661,12.389000557319415,Climb,27.0,204.0,Cessna,Model-153,Airplane,4,Turboprop,2,No Cloud,None,Rock Pigeon,Columba livia,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00224,2022-05-30,00:13,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.10865847978111,-104.03304689938882,Landing Roll,1629.0,221.0,Boeing,Model-581,Airplane,3,Turbojet,2,No Cloud,None,Greylag Goose,Anser anser,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00225,2019-12-22,05:30,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.7668194976171,6.20896151438703,Descent,450.0,91.0,Boeing,Model-836,Airplane,1,Turbofan,2,Some Cloud,Fog,American Robin,Turdus migratorius,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00226,2019-11-21,08:06,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.29583236447879,12.40772573900322,Climb,528.0,115.0,Airbus,Model-413,Airplane,1,Turboprop,4,Overcast,Rain,Common Ringed Plover,Charadrius hiaticula,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00227,2020-12-31,10:42,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.84305738379263,-94.81070893409193,Landing Roll,82.0,162.0,Cessna,Model-605,Airplane,4,Turbojet,2,Overcast,Snow,Common Ringed Plover,Charadrius hiaticula,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00228,2018-06-04,17:59,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.10965508111338,-99.01740734935666,Climb,534.0,170.0,Airbus,Model-191,Airplane,2,Turboprop,2,Some Cloud,None,Common Kestrel,Falco tinnunculus,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00229,2022-03-20,13:59,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.97022284279558,5.1420901596111355,Approach,79.0,151.0,Cessna,Model-149,Airplane,2,Turbofan,2,Some Cloud,None,Black-headed Gull,Chroicocephalus ridibundus,Small,1,1,N,,,Nose,,0.0,0.0,1,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00230,2024-03-17,17:57,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.82614024561053,13.950719010919508,Approach,951.0,177.0,Boeing,Model-125,Airplane,5,Turbofan,2,Overcast,Rain,Mute Swan,Cygnus olor,Large,11-100,11-100,UNK,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00231,2021-11-12,23:57,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.616004362679874,-85.75354878675829,Approach,600.0,113.0,Boeing,Model-494,Airplane,3,Turbofan,2,Overcast,None,Mallard,Anas platyrhynchos,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00232,2019-03-20,07:33,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.71260394076393,6.240617330367153,Approach,32.0,241.0,Cessna,Model-303,Airplane,4,Turboprop,2,Overcast,None,Common Ringed Plover,Charadrius hiaticula,Small,2-10,2-10,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00233,2020-08-02,06:24,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.84478665735616,-94.83515553716875,Landing Roll,62.0,125.0,Embraer,Model-856,Airplane,1,Turboprop,2,Overcast,Snow,Canada Goose,Branta canadensis,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00234,2022-09-29,09:28,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.747370612366964,6.240904363397317,Approach,948.0,181.0,Cessna,Model-597,Airplane,3,Turboprop,2,Some Cloud,None,Grey Heron,Ardea cinerea,Medium,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00235,2024-04-12,14:41,SAMPLE12,Sample Municipal Airport 12 (SYNTHETIC),SS,42.46455255891308,-99.35623158864809,Descent,578.0,108.0,Cessna,Model-197,Airplane,3,Turbojet,2,Some Cloud,None,Greylag Goose,Anser anser,Large,1,1,Y,S,Other,Wing,,9186.21,5315.21,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00236,2022-08-03,14:27,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.75486202424541,6.234840599863917,Take-off run,150.0,201.0,Cessna,Model-725,Airplane,1,Turbofan,4,No Cloud,Rain,Common Raven,Corvus corax,Medium,11-100,11-100,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00237,2022-05-22,07:50,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.17445951525723,-119.65808281015796,Descent,103.0,179.0,Airbus,Model-581,Airplane,3,Turbojet,2,No Cloud,None,Bald Eagle,Haliaeetus leucocephalus,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00238,2020-03-28,02:28,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.34531035324523,13.042306680819557,Landing Roll,98.0,145.0,Bombardier,Model-282,Airplane,4,Turboprop,2,Overcast,Rain,Common Kestrel,Falco tinnunculus,Small,11-100,11-100,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00239,2022-04-03,10:57,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.64716994184776,12.497989189075216,Approach,1543.0,227.0,Boeing,Model-400,Airplane,3,Turbofan,4,Overcast,None,Black-headed Gull,Chroicocephalus ridibundus,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00240,2019-03-18,01:03,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.73605768325631,11.242560325304234,Take-off run,208.0,97.0,Airbus,Model-700,Airplane,4,Turbojet,2,Overcast,None,Common Ringed Plover,Charadrius hiaticula,Medium,2-10,2-10,Y,S,Aborted Takeoff,Fuselage,,11567.58,2669.33,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00241,2023-01-22,12:35,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.64562880589531,-95.01931581061801,En Route,189.0,155.0,Cessna,Model-536,Airplane,1,Turbofan,2,No Cloud,None,Barn Swallow,Hirundo rustica,Large,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00242,2019-08-15,03:30,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.8483488279015,-94.84004261326191,En Route,89.0,96.0,Airbus,Model-251,Airplane,5,Turbofan,2,Some Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Medium,11-100,11-100,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00243,2021-09-14,22:17,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.8230196908205,13.962984788955971,Approach,106.0,158.0,Bombardier,Model-829,Airplane,2,Turbofan,2,Overcast,None,Grey Heron,Ardea cinerea,Small,1,1,Y,S,None,Engine,Windshield,7914.02,803.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00244,2021-02-21,05:34,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.38263942043235,-101.62382725608825,Climb,26.0,165.0,Bombardier,Model-357,Airplane,2,Turboprop,2,No Cloud,None,Black-headed Gull,Chroicocephalus ridibundus,Medium,1,1,Y,M,None,Wing,,1362.18,1494.64,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00245,2021-11-05,23:03,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.02452039102572,-114.1529156543047,Landing Roll,2043.0,220.0,Cessna,Model-839,Airplane,1,Turboprop,2,No Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Small,11-100,11-100,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00246,2019-03-23,11:22,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.36990632151938,13.080737359455444,Descent,1116.0,142.0,Embraer,Model-361,Airplane,5,Turbofan,2,No Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Medium,1,1,Y,M,None,Nose,Engine,8795.02,987.93,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00247,2019-11-30,23:50,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.37506023507695,13.01959669683964,Approach,17.0,164.0,Cessna,Model-616,Airplane,5,Turbojet,2,Overcast,None,American Robin,Turdus migratorius,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00248,2021-01-26,06:05,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.86738052657527,-94.85563870791987,Descent,832.0,221.0,Embraer,Model-480,Airplane,1,Turbojet,2,Some Cloud,None,Great Cormorant,Phalacrocorax carbo,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00249,2022-04-06,18:04,SAMPLE09,Sample Regional Airport 09 (SYNTHETIC),SS,37.00210478136153,-82.56179530522037,Approach,1052.0,208.0,Airbus,Model-356,Airplane,2,Turboprop,2,No Cloud,Rain,Mallard,Anas platyrhynchos,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00250,2018-06-28,10:30,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.4592795401476,4.079389775162758,Take-off run,1879.0,146.0,Cessna,Model-841,Airplane,4,Turboprop,2,Overcast,Rain,Mute Swan,Cygnus olor,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00251,2024-11-08,11:00,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.4613877026525,4.047018408164127,En Route,1061.0,151.0,Airbus,Model-366,Airplane,4,Turboprop,2,Overcast,None,Canada Goose,Branta canadensis,Medium,1,1,Y,M,Precautionary Landing,Wing,Windshield,4344.19,2555.81,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00252,2018-01-25,19:09,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.09333306867223,-99.00074524641451,En Route,2.0,152.0,Airbus,Model-861,Airplane,5,Turbojet,2,Some Cloud,Fog,Mallard,Anas platyrhynchos,Small,11-100,11-100,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00253,2018-09-07,08:33,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.12332037215364,-98.96476687538052,Take-off run,510.0,153.0,Bombardier,Model-527,Airplane,3,Turbofan,2,Some Cloud,None,Common Buzzard,Buteo buteo,Small,11-100,11-100,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00254,2023-10-17,16:38,,Sample Municipal Airport 24 (SYNTHETIC),,57.84424854062251,13.975637045105225,Take-off run,411.0,109.0,Boeing,Model-404,Airplane,2,Turboprop,2,No Cloud,None,Herring Gull,Larus argentatus,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00255,2019-10-26,03:34,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.93099291307411,-76.43770820943838,Take-off run,5278.0,244.0,Airbus,Model-252,Airplane,3,Turboprop,2,No Cloud,None,Mute Swan,Cygnus olor,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00256,2018-02-09,19:51,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.32042397916527,13.054051859792644,Take-off run,57.0,195.0,Airbus,Model-796,Airplane,5,Turbofan,2,No Cloud,None,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,Y,M,Other,Fuselage,Wing,1789.51,2547.27,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00257,2022-08-07,07:43,SAMPLE13,Sample Regional Airport 13 (SYNTHETIC),SS,40.73053666546187,-98.78936780431088,Approach,95.0,112.0,Boeing,Model-111,Airplane,3,Turboprop,2,Overcast,None,Mallard,Anas platyrhynchos,Large,1,1,Y,S,None,Windshield,Engine,11177.99,180.81,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00258,2022-09-18,03:55,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.12235510935144,-98.94051197228282,Approach,783.0,184.0,Embraer,Model-507,Airplane,4,Turbofan,2,Overcast,None,Grey Heron,Ardea cinerea,Small,11-100,11-100,Y,M,None,Windshield,Wing,4028.39,5344.74,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00259,2019-10-27,04:01,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.420831438488236,-101.6281145065076,En Route,7.0,125.0,Boeing,Model-669,Airplane,1,Turboprop,2,No Cloud,None,Canada Goose,Branta canadensis,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00260,2023-03-17,09:30,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.757939934206874,11.243136601370402,En Route,1149.0,165.0,Embraer,Model-237,Airplane,4,Turbofan,2,Overcast,Rain,Black-headed Gull,Chroicocephalus ridibundus,Small,1,1,Y,M,None,Wing,,856.68,463.43,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00261,2019-06-01,19:35,SAMPLE09,Sample Regional Airport 09 (SYNTHETIC),SS,36.99071290506786,-82.53005170727009,Landing Roll,888.0,121.0,Bombardier,Model-863,Airplane,2,Turbojet,2,Overcast,Rain,Rock Pigeon,Columba livia,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00262,2019-03-09,17:11,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.88182825038228,-78.28605980271499,En Route,1635.0,122.0,Airbus,Model-474,Airplane,3,Turbojet,2,No Cloud,Rain,Canada Goose,Branta canadensis,Small,2-10,2-10,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00263,2021-06-14,20:35,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.44429626565879,-101.65127045583155,Take-off run,903.0,110.0,Airbus,Model-675,Airplane,1,Turboprop,2,Overcast,Snow,Bald Eagle,Haliaeetus leucocephalus,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00264,2021-08-24,04:33,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.227570011089085,2.3399075156330964,Landing Roll,828.0,211.0,Cessna,Model-876,Airplane,1,Turboprop,2,Some Cloud,Snow,Great Blue Heron,Ardea herodias,Small,2-10,2-10,UNK,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00265,2019-07-09,07:47,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.23844467794559,2.3537108976711614,En Route,2591.0,179.0,Cessna,Model-489,Airplane,4,Turbofan,4,Overcast,Rain,Great Black-backed Gull,Larus marinus,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00266,2018-07-16,16:30,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.446682549229934,4.067008324965002,Approach,88.0,167.0,Airbus,Model-563,Airplane,1,Turboprop,2,Some Cloud,None,Mallard,Anas platyrhynchos,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00267,2023-10-15,23:21,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.45417265242497,4.028619621599586,Climb,369.0,205.0,Cessna,Model-602,Airplane,2,Turboprop,2,Overcast,None,Black-headed Gull,Chroicocephalus ridibundus,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00268,2023-07-04,02:42,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.05925220809271,-114.15915332002842,En Route,832.0,145.0,Airbus,Model-662,Airplane,3,Turboprop,4,Some Cloud,None,Greylag Goose,Anser anser,Small,2-10,2-10,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00269,2020-09-18,00:41,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.802320032444676,0.0836753982424393,En Route,145.0,212.0,Boeing,Model-864,Airplane,4,Turboprop,2,No Cloud,None,Common Buzzard,Buteo buteo,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00270,2019-05-14,14:43,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.853092148611445,-94.8304627410526,Landing Roll,222.0,122.0,Embraer,Model-328,Airplane,3,Turboprop,2,No Cloud,Rain,Eurasian Sparrowhawk,Accipiter nisus,Large,2-10,2-10,Y,M,None,Fuselage,,12193.74,1190.42,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00271,2021-06-04,12:56,SAMPLE13,Sample Regional Airport 13 (SYNTHETIC),SS,40.69310261963287,-98.85365491933051,Approach,224.0,120.0,Bombardier,Model-451,Airplane,1,Turboprop,2,Overcast,None,Bald Eagle,Haliaeetus leucocephalus,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00272,2024-11-06,08:35,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.93324432200546,-76.47010095642837,En Route,3112.0,119.0,Embraer,Model-119,Airplane,3,Turboprop,4,Some Cloud,Snow,Canada Goose,Branta canadensis,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00273,2021-08-18,00:57,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.96053990634921,5.1602296877881795,Approach,652.0,211.0,Embraer,Model-739,Airplane,5,Turbofan,2,Some Cloud,None,Mallard,Anas platyrhynchos,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00274,2020-03-28,22:04,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.86915364991814,-94.84046316682688,Take-off run,576.0,87.0,Airbus,Model-812,Airplane,4,Turbojet,2,Some Cloud,None,Great Cormorant,Phalacrocorax carbo,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00275,2018-12-10,20:22,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.86973397810332,-102.54704915769504,En Route,202.0,187.0,Cessna,Model-165,Airplane,4,Turbofan,2,No Cloud,None,Rock Pigeon,Columba livia,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00276,2023-05-11,18:19,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.13400264767228,-104.0318517293475,Take-off run,2133.0,100.0,Cessna,Model-609,Airplane,1,Turboprop,2,Some Cloud,None,Canada Goose,Branta canadensis,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00277,2024-06-30,13:13,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.64098975296159,-95.06035396036711,Landing Roll,43.0,106.0,Embraer,Model-853,Airplane,5,Turbojet,2,Some Cloud,None,Great Blue Heron,Ardea herodias,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
